,Type,Date,City,Officer-defined ethnicity,Self-defined ethnicity,Gender,Age range,Removal of more than just outer clothing,Outcome
239,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
240,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
241,Person search,2020-01,Colchester,White,White - Any other White background,Male,over 34,False,A no further action disposal
242,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
243,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
244,Person search,2020-01,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,10-17,False,A no further action disposal
245,Person search,2020-01,Colchester,White,Other ethnic group - Not stated,Male,18-24,False,Khat or Cannabis warning
246,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
247,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
248,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
249,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
250,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
251,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
252,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Caution (simple or conditional)
253,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
254,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,Community resolution
255,Person and Vehicle search,2020-01,Colchester,Asian,Asian/Asian British - Bangladeshi,Male,18-24,False,Arrest
256,Person and Vehicle search,2020-01,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,18-24,False,Khat or Cannabis warning
257,Person and Vehicle search,2020-01,Colchester,Black,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
258,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
259,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
260,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,A no further action disposal
261,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
262,Person search,2020-01,Colchester,Black,Black/African/Caribbean/Black British - African,Male,10-17,False,A no further action disposal
263,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
264,Person and Vehicle search,2020-01,Colchester,Black,Black/African/Caribbean/Black British - African,Male,18-24,False,Caution (simple or conditional)
265,Person and Vehicle search,2020-01,Colchester,Black,Black/African/Caribbean/Black British - African,Male,18-24,False,A no further action disposal
266,Person search,2020-01,Colchester,Black,Black/African/Caribbean/Black British - African,Male,10-17,False,A no further action disposal
267,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
268,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
269,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
270,Person and Vehicle search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
271,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
272,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
273,Person and Vehicle search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
274,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
275,Person and Vehicle search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
276,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
277,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
278,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
279,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
280,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
281,Person and Vehicle search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
282,Person and Vehicle search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
283,Person and Vehicle search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
284,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Arrest
285,Person search,2020-01,Colchester,Black,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,10-17,False,A no further action disposal
286,Person search,2020-01,Colchester,Other,Other ethnic group - Any other ethnic group,Male,25-34,False,A no further action disposal
287,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
288,Person search,2020-01,Colchester,Black,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
289,Person search,2020-01,Colchester,Black,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,18-24,False,A no further action disposal
290,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
291,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,Community resolution
292,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
293,Person and Vehicle search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
294,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
295,Person search,2020-01,Colchester,White,White - Any other White background,Male,25-34,False,A no further action disposal
296,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
297,Person search,2020-01,Colchester,Asian,Asian/Asian British - Pakistani,Male,10-17,False,A no further action disposal
298,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
299,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
300,Person and Vehicle search,2020-01,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,25-34,False,Khat or Cannabis warning
301,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
302,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
303,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
304,Person search,2020-01,Colchester,White,White - Any other White background,Male,over 34,False,A no further action disposal
305,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
306,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
307,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
308,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
309,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
310,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
311,Person and Vehicle search,2020-01,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,18-24,False,Khat or Cannabis warning
312,Person and Vehicle search,2020-01,Colchester,Asian,Asian/Asian British - Any other Asian background,Female,18-24,False,A no further action disposal
313,Person search,2020-01,Colchester,Other,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,over 34,False,Arrest
314,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,over 34,False,Arrest
315,Person search,2020-01,Colchester,White,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
316,Person and Vehicle search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
317,Person search,2020-01,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,Khat or Cannabis warning
318,Person and Vehicle search,2020-01,Colchester,Asian,Other ethnic group - Not stated,Male,25-34,False,Arrest
